Publisher Name,Publisher Registry Id,Core Average (with valid data),Financials Average (with valid data),Value Added Average (with valid data),Weighted Average (with valid data),Core Average (with any data),Financials Average (with any data),Value Added Average (with any data),Weighted Average (with any data)
"Discovery Learning Alliance, Inc.",dla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DiXi Group NGO,dixigroup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djapo,djapo,90.0,25.0,33.333333333333336,59.583333333333336,100.0,25.0,33.333333333333336,64.58333333333333
DKT - (Pakistan),dkt,90.0,0.0,22.22222222222222,50.55555555555556,100.0,0.0,22.22222222222222,55.55555555555556
DKT Ethiopia,dkt_ethiopia,100.0,66.66666666666666,22.22222222222222,72.22222222222221,100.0,66.66666666666666,22.22222222222222,72.22222222222221
DKT International,dkti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKT RD Congo,dkt_drc,100.0,25.0,77.77777777777777,75.69444444444444,100.0,25.0,77.77777777777777,75.69444444444444
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doctors of the World (NL)/ Dokters van de Wereld,mdmnl,98.0,25.0,11.11111111111111,58.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Doctors of the World UK,dotw_uk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doctors with Africa CUAMM,cuamm,88.57142857142857,0.0,22.22222222222222,49.84126984126984,98.57142857142857,0.0,22.22222222222222,54.84126984126984
Dorcas Aid International,dai,98.0,63.57142857142857,52.77777777777778,78.08730158730158,100.0,63.57142857142857,52.77777777777778,79.08730158730158
Down syndrome Foundation Nigeria,dsfn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drugs for Neglected Diseases initiative (DNDi),dndi_transparency,100.0,75.0,38.888888888888886,78.47222222222223,100.0,75.0,38.888888888888886,78.47222222222223
DT Global UK,imcw_admin,99.02654867256636,43.96327066912392,43.212132871617285,71.30712522146848,100.0,44.40574854523012,43.605446539267234,72.00279877112433
DUF - The Danish Youth Council,duf,99.83050847457628,69.49152542372882,16.666666666666668,71.45480225988702,100.0,69.49152542372882,16.666666666666668,71.53954802259888
Dushtha Shasthya Kendra,dsk,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
Dynamo International asbl,dynamo_international,98.57142857142858,100.0,45.63492063492063,85.69444444444446,100.0,100.0,45.63492063492063,86.40873015873015
Défi Belgique Afrique,dba,100.0,100.0,47.22222222222222,86.80555555555556,100.0,100.0,47.22222222222222,86.80555555555556
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,89.54545454545455,50.0,32.82828282828282,65.47979797979798,100.0,50.0,32.82828282828282,70.7070707070707
"E3 - Ecología, Economía y Etíca",grupoe3,90.0,50.0,22.22222222222222,63.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
EABX,eabx,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
Earthworm Foundation,ewf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East African Playgrounds,eap,100.0,50.0,44.44444444444444,73.61111111111111,100.0,50.0,44.44444444444444,73.61111111111111
East-West Seed Knowledge Transfer Foundation,ews-kt_gh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECDPM,ecdpm,100.0,50.0,45.55555555555556,73.88888888888889,100.0,50.0,45.55555555555556,73.88888888888889
Echos Communication,ec,100.0,100.0,38.888888888888886,84.72222222222223,100.0,100.0,38.888888888888886,84.72222222222223
Eclosio,eclosio,100.0,100.0,41.97530864197531,85.49382716049382,100.0,100.0,41.97530864197531,85.49382716049382
Economic and Social Fund for Development,esfd,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Economic and Social Research Foundation (ESRF),esrf,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Ecorys Nederland B.V.,ecorysnl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecorys UK,ecuk,100.0,37.5,50.0,71.875,100.0,37.5,50.0,71.875
Ecovega Enterprises,ecovega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Educate!,educate,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Education Cannot Wait,ecw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Education Development Center, Inc.",edc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Education Development Trust,eddevtrust,93.33333333333333,79.16666666666667,25.925925925925924,72.93981481481481,100.0,79.16666666666667,27.77777777777778,76.73611111111111
Edukans Foundation,edukans_foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELEVATE Hong Kong Holdings Limited,elevatelimited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elrha,elrha,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
Elton John AIDS Foundation,ejaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emissa,emissa,95.71428571428571,0.0,26.984126984126984,54.6031746031746,100.0,0.0,26.984126984126984,56.74603174603175
Emmanuel International UK,eiuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMMS International,emms,99.6,51.44588744588744,44.0,73.66147186147185,100.0,51.44588744588744,44.0,73.86147186147187
Energy 4 Impact,e4i,90.0,50.0,0.0,57.5,95.0,50.0,0.0,60.0
Energy Council of South Africa,energycouncilsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energy Saving Trust,energy_saving_trust,90.0,75.0,11.11111111111111,66.52777777777777,100.0,75.0,11.11111111111111,71.52777777777777
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,100.0,100.0,38.888888888888886,84.72222222222223,100.0,100.0,42.59259259259259,85.64814814814815
EngenderHealth,ehorg,95.0,62.5,44.44444444444444,74.23611111111111,100.0,62.5,44.44444444444444,76.73611111111111
EngenderHealth Ethiopia,engenderhealth_eth,100.0,62.5,38.888888888888886,75.34722222222223,100.0,62.5,38.888888888888886,75.34722222222223
Engineers Without Borders Canada,ewb_canada,67.5,37.5,24.074074074074073,49.14351851851852,80.0,37.5,24.074074074074073,55.39351851851852
Enhanced Integrated Framework,eif,90.0,47.916666666666664,14.351851851851851,60.567129629629626,100.0,47.916666666666664,14.351851851851851,65.56712962962963
Enroot,nroot,100.0,25.0,33.333333333333336,64.58333333333333,100.0,25.0,33.333333333333336,64.58333333333333
"Entiqal for Training ""Partners for Good""",pfg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entraide et Fraternité,ef_,100.0,80.0,40.9035409035409,80.22588522588522,100.0,80.0,40.9035409035409,80.22588522588522
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,90.0,20.833333333333336,42.592592592592595,60.85648148148148,100.0,20.833333333333336,42.592592592592595,65.85648148148148
"Environmental Finance Limited, trading as Finance Earth",finance_earth,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Equality Fund,ef,90.0,25.0,8.604938271604938,53.401234567901234,100.0,25.0,8.604938271604938,58.401234567901234
Equality Now,e_n,100.0,80.0,47.77777777777778,81.94444444444444,100.0,80.0,47.77777777777778,81.94444444444444
Equatorial Power Limited,ep,90.0,50.0,0.0,57.5,100.0,50.0,0.0,62.5
equileap,equileap,100.0,75.0,66.66666666666667,85.41666666666667,100.0,75.0,66.66666666666667,85.41666666666667
Ethical Trading Initiative,eti,100.0,87.5,44.44444444444444,82.98611111111111,100.0,87.5,44.44444444444444,82.98611111111111
Ethiopiaid Ireland,ethiopiaidireland,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Ethiopiaid UK,ethiopiaiduk,91.57894736842105,50.0,19.883040935672515,63.260233918128655,99.47368421052632,50.0,19.883040935672515,67.20760233918129
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopian Public Health Association,epha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopian Women Lawyers Association,ewla,100.0,100.0,33.333333333333336,83.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
Ethiopian Women with Disabilities National Assocation,ewdna2025,100.0,75.0,66.66666666666667,85.41666666666667,100.0,75.0,66.66666666666667,85.41666666666667
Eurasia Foundation,ef-2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eurasia Partnership Foundation,epf,90.0,50.0,22.22222222222222,63.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
European Bank for Reconstruction and Development,ebrd,100.0,65.27189564778956,54.838515304892745,80.02760273817057,100.0,65.27189564778956,65.23258616534105,82.62612045328265
European Commission - Humanitarian Aid & Civil Protection,ec-echo,100.0,99.85493230174082,77.90885010169814,94.44094560085973,100.0,99.85493230174082,77.90885010169814,94.44094560085973
European Commission - International Partnerships,ec-intpa,99.9903498190591,89.45219927636671,77.69807831642414,91.78274430772726,99.99276236429434,89.45219927636671,77.69807831642414,91.78395058034488
European Commission - Neighbourhood and Enlargement Negotiations,ec-near,99.94198895027624,92.2394770034364,71.57765500306937,90.92527747676456,99.96408839779005,92.2394770034364,71.57765500306937,90.93632720052148
European Commission - Service for Foreign Policy Instruments,ec-fpi,99.98664886515354,69.0352955470506,72.18610727167896,85.29867513725917,99.98664886515354,69.0352955470506,72.18610727167896,85.29867513725917
European Forest Institute,efi,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
European Institute of Peace,eip,88.57142857142857,3.571428571428571,14.285714285714285,48.75,98.57142857142857,3.571428571428571,14.285714285714285,53.75
European Investment Bank,eib,99.95363214837712,51.4524647887324,24.133333333333333,68.873265604705,100.0,51.4524647887324,24.133333333333333,68.89644953051643
European Journalism Centre,ejc,100.0,92.5,38.888888888888886,82.84722222222223,100.0,92.5,38.888888888888886,82.84722222222223
Eve Organization for Women Development,eveowd,100.0,100.0,33.333333333333336,83.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
EveryChild,evc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Excellent Development,excellent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exeter Ethiopia Link,eel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fair Wear Foundation,fwf,90.66666666666667,68.33333333333334,36.666666666666664,71.58333333333334,100.0,68.33333333333334,36.666666666666664,76.25000000000001
FairChain Foundation,fc-f,100.0,25.0,22.22222222222222,61.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Fairfood International,fairfood,100.0,100.0,53.70370370370371,88.42592592592592,100.0,100.0,53.70370370370371,88.42592592592592
Fairtrade Belgium,fairtrade_be,100.0,100.0,27.77777777777778,81.94444444444444,100.0,100.0,33.333333333333336,83.33333333333333
Fairtrade Labelling Organizations International e.V.,fairtrade_international,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faith to Action Network,f2a,100.0,85.0,36.666666666666664,80.41666666666667,100.0,85.0,36.666666666666664,80.41666666666667
Family Aids Caring Trust,fact,100.0,75.0,55.55555555555556,82.63888888888889,100.0,75.0,55.55555555555556,82.63888888888889
Family Counseling and Development Foundation,fcdf,100.0,75.0,66.66666666666667,85.41666666666667,100.0,75.0,66.66666666666667,85.41666666666667
Family Guidance Association of Ethiopia,fgae_ethiopia,100.0,75.0,27.77777777777778,75.69444444444444,100.0,75.0,27.77777777777778,75.69444444444444
Family Life Education Program,flepuganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Africa,fa,90.0,0.0,33.333333333333336,53.333333333333336,100.0,75.0,44.44444444444444,79.86111111111111
Farm Concern International,fci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fauna & Flora International,ffi_publisher,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
Federation of Women Lawyers Kenya,fida,100.0,100.0,77.77777777777777,94.44444444444444,100.0,100.0,77.77777777777777,94.44444444444444
fedesarrollo,fedesarrollo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feed the Minds,ftm-291333,100.0,75.0,55.55555555555556,82.63888888888889,100.0,75.0,55.55555555555556,82.63888888888889
Female,female,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
FHI360,fhi360,98.33333333333334,33.33333333333333,22.22222222222222,63.05555555555556,100.0,33.33333333333333,22.22222222222222,63.888888888888886
Fiabel,fiabel,100.0,100.0,22.22222222222222,80.55555555555556,100.0,100.0,22.22222222222222,80.55555555555556
FIAN Belgium,fian-belgium,100.0,100.0,33.333333333333336,83.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
"Field Ready, USA",field_ready,100.0,75.0,44.44444444444444,79.86111111111111,100.0,75.0,44.44444444444444,79.86111111111111
Fiftyfifty,fiftyfifty-lb,100.0,0.0,22.22222222222222,55.55555555555556,100.0,0.0,22.22222222222222,55.55555555555556
Fight for Humanity,ffh,100.0,25.0,11.11111111111111,59.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Fight Hunger Foundation,fhf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Sector Deepening Trust (Kenya),fsdk,90.0,31.25,13.88888888888889,56.28472222222222,100.0,31.25,13.88888888888889,61.28472222222222
Financial Sector Deepening Uganda,fsduganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIND,finddiagnostics,100.0,66.66666666666666,11.11111111111111,69.44444444444443,100.0,66.66666666666666,11.11111111111111,69.44444444444443
Find Your Feet,fyf,100.0,66.66666666666666,51.85185185185185,79.62962962962962,100.0,75.0,51.85185185185185,81.71296296296296
Finland - Ministry for Foreign Affairs,finland_mfa,86.29283489096574,68.9582343312741,26.91213310570193,67.11400930472688,95.57632398753894,68.9582343312741,26.91213310570193,71.75575385301347
Finn Church Aid (Kirkon Ulkomaanapu sr),fca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMDQ Group PLC,fmdqgroupplc_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMO,fmo,100.0,50.0,39.20507305147102,72.30126826286775,100.0,50.0,39.20507305147102,72.30126826286775
FONCABA ASBL KBA VZW,foncaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fondation Hirondelle,fh_ch,90.0,25.0,44.44444444444444,62.361111111111114,100.0,25.0,44.44444444444444,67.36111111111111
Fondation suisse de déminage (FSD),fsd-switzerland_2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fondo Centroamericano de Mujeres,fcam,100.0,100.0,37.03703703703704,84.25925925925927,100.0,100.0,37.03703703703704,84.25925925925927
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,98.0,100.0,40.0,84.0,100.0,100.0,40.0,85.0
FONPLATA DEVELOPMENT BANK,fonplata,100.0,48.0,17.64705882352941,66.41176470588235,100.0,48.0,17.64705882352941,66.41176470588235
Food and Agriculture Organization of the United Nations (FAO),fao,98.54037267080744,74.53198122160107,35.03836105035505,76.66277190339275,98.54037267080744,74.53198122160107,35.03836105035505,76.66277190339275
Food for the Hungry UK,fh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest Trends Association,forest-trends,80.0,25.0,22.22222222222222,51.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Forests Monitor,fm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forests of the World,fowdk,94.99999999999999,43.18181818181819,13.888888888888886,61.76767676767676,95.83333333333331,43.18181818181819,13.888888888888886,62.184343434343425
Forever Sabah,fs,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),iza,90.0,46.2962962962963,11.11111111111111,59.351851851851855,100.0,46.2962962962963,11.11111111111111,64.35185185185185
Forum for Africa Women Educationalist Regional Secretariat,fawe-rs,96.66666666666667,94.44444444444444,49.53703703703704,84.3287037037037,100.0,94.44444444444444,49.53703703703704,85.99537037037038
forum for women in democracy,fowode,100.0,75.0,77.77777777777777,88.19444444444444,100.0,75.0,77.77777777777777,88.19444444444444
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,100.0,100.0,37.03703703703704,84.25925925925927,100.0,100.0,37.03703703703704,84.25925925925927
Fosera Solarsystems GmbH & Co. KG aA,fosaa,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
Foundation for Social Improvement,the_fsi,100.0,75.0,22.22222222222222,74.30555555555556,100.0,75.0,22.22222222222222,74.30555555555556
France - Ministry for Europe and Foreign Affairs,france,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANK Water,frankwater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Free a Girl,freeagirl,100.0,29.166666666666664,35.55555555555556,66.18055555555556,100.0,29.166666666666664,35.55555555555556,66.18055555555556
Free Press Unlimited,free_press_unlimited,100.0,50.0,44.44444444444444,73.61111111111111,100.0,50.0,44.44444444444444,73.61111111111111
Freedom Forum,ff,90.0,37.5,5.555555555555555,55.763888888888886,90.0,37.5,5.555555555555555,55.763888888888886
Friends of Kipkelion,kipkelion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friends of Publish What You Fund,friendsofpwyf,95.0,25.0,22.22222222222222,59.30555555555556,100.0,25.0,22.22222222222222,61.80555555555556
"Friends of the Earth England, Wales and Northern Ireland",foe_ewni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friends of the Earth International,foei,100.0,87.5,36.111111111111114,80.90277777777777,100.0,87.5,36.111111111111114,80.90277777777777
Friends of the Earth-Ghana,foe-ghana,90.0,50.0,55.55555555555556,71.38888888888889,100.0,50.0,55.55555555555556,76.38888888888889
Friendship,fb_2023,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
Frontclear,frontclear_ftap,100.0,25.0,11.11111111111111,59.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Frontline AIDS,f-aids,96.42857142857143,82.14285714285714,49.382716049382715,81.09567901234568,99.28571428571429,82.14285714285714,49.382716049382715,82.52425044091711
Frères des Hommes,fdhommes,100.0,100.0,38.888888888888886,84.72222222222223,100.0,100.0,38.888888888888886,84.72222222222223
FSD Africa,fsdafrica,95.6,35.0,31.757575757575758,64.48939393939393,100.0,35.0,31.757575757575758,66.68939393939394
Fundacion Acceso,fundacion-acceso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fundacion Pacto Especializada en el Apoyo de Iniciativas Sociales,feadin,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Fundación Avina,fundacionavina,90.0,93.75,13.88888888888889,71.90972222222223,100.0,93.75,13.88888888888889,76.90972222222223
Fundación de Antropología Forense de Guatemala,fafg,100.0,87.5,38.888888888888886,81.59722222222223,100.0,87.5,38.888888888888886,81.59722222222223
Fundación Fondo Mujeres del Sur,fms,90.0,100.0,55.55555555555556,83.88888888888889,100.0,100.0,55.55555555555556,88.88888888888889
Fundación Gaia Amazonas,gaia,100.0,87.5,25.0,78.125,100.0,87.5,25.0,78.125
Fundación Oriéntame,orientame,90.0,75.0,11.11111111111111,66.52777777777777,100.0,75.0,11.11111111111111,71.52777777777777
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),fipag,90.0,50.0,55.55555555555556,71.38888888888889,100.0,50.0,55.55555555555556,76.38888888888889
GALZ,galz,93.33333333333333,83.33333333333333,40.74074074074073,77.68518518518519,100.0,83.33333333333333,40.74074074074073,81.0185185185185
Gates Foundation,bmgf,100.0,99.9721344974921,74.39463431474084,93.59169220305824,100.0,99.9721344974921,74.39463431474084,93.59169220305824
Gatsby Africa,ga,100.0,54.16666666666667,31.481481481481485,71.41203703703704,100.0,54.16666666666667,31.481481481481485,71.41203703703704
"Gavi, the vaccine alliance",gavi,100.0,99.86338797814207,61.167174249055364,90.25764055679937,100.0,99.86338797814207,61.184294605158776,90.26192064582521
GEF Secretariat,gef,97.65822784810126,55.15445807603143,38.625175808720115,72.27402239523852,99.96835443037975,55.15445807603143,38.625175808720115,73.42908568637776
GEMS Education Solutions,mgcubed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gender at Work,genderatwork,91.42857142857142,92.85714285714286,48.41269841269841,81.03174603174602,100.0,92.85714285714286,48.41269841269841,85.31746031746033
Gender Equality Network,gen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gender Links,gl,93.57142857142858,25.0,40.476190476190474,63.15476190476191,100.0,25.0,40.476190476190474,66.36904761904762
Geneva International Centre for Humanitarian Demining,gichd,100.0,46.875,29.166666666666668,69.01041666666667,100.0,46.875,29.166666666666668,69.01041666666667
Genome Research Limited,grl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEOMOUN ASBL,geomoun,95.71428571428571,100.0,55.238095238095234,86.66666666666667,100.0,100.0,55.238095238095234,88.80952380952381
George Institute for Global Health,tgi_india,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Georgetown University,georgetown,100.0,25.0,22.22222222222222,61.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Germany - Federal Foreign Office,fo_germany,99.6078431372549,55.3921568627451,46.03174603174603,75.15989729225024,100.0,55.3921568627451,46.03174603174603,75.35597572362278
Germany - Ministry for Economic Cooperation and Development,bmz,100.0,94.0551247898166,51.24984022489887,86.32624125367887,100.0,94.0551247898166,51.24984022489887,86.32624125367887
Germany GIZ Non BMZ,giz,100.0,50.0,46.96969696969697,74.24242424242425,100.0,50.0,46.96969696969697,74.24242424242425
GHANA NETHERLANDS BUSINESS & CULTURE COUNCIL,gnbcc,100.0,50.0,75.75757575757575,81.43939393939394,100.0,50.0,75.75757575757575,81.43939393939394
Girls Not Brides: The Global Partnership to End Child Marriage,girlsnotbrides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Girls’ Education Challenge – Fund Manager PwC,gecfundmanagerpwc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giro555 (Stichting Samenwerkende Hulporganisaties),giro555,98.0,71.25,22.22222222222222,72.36805555555556,100.0,71.25,22.22222222222222,73.36805555555556
GiveDirectly,givedirectly,100.0,37.5,44.44444444444444,70.48611111111111,100.0,37.5,50.0,71.875
Global Action Nepal,gan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Alliance for Livestock Veterinary Medicines,galvmed,100.0,62.5,27.77777777777778,72.56944444444444,100.0,62.5,27.77777777777778,72.56944444444444
Global Alliance for TB Drug Development,tb-a,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Global Anaesthesia Development Partnerships,gadp,90.0,50.0,22.22222222222222,63.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Global Antibiotic Research and Development Partnership,gardp,100.0,55.88235294117647,22.875816993464053,69.68954248366013,100.0,55.88235294117647,22.875816993464053,69.68954248366013
Global Canopy,globalcanopy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Disability Innovation Hub,gdihub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Focus,globaltfokus,100.0,25.0,33.333333333333336,64.58333333333333,100.0,25.0,33.333333333333336,64.58333333333333
Global Fund for Community Foundations,gfcf,100.0,100.0,33.333333333333336,83.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
Global Fund for Women,globalfundforwomen,90.0,0.0,0.0,45.0,90.0,0.0,11.11111111111111,47.77777777777778
Global Fund to End Modern Slavery,gfems,90.0,47.5,15.555555555555555,60.763888888888886,100.0,47.5,15.555555555555555,65.76388888888889
Global Green Growth Institute (GGGI),gggi,99.43089430894308,49.38437683345906,49.524966514032954,74.44278299134454,100.0,49.38437683345906,49.524966514032954,74.727335836873
Global Impact Investing Network,giin,90.0,75.0,50.0,76.25,100.0,75.0,50.0,81.25
Global Innovation Fund,gif,89.58333333333333,32.1875,20.454545454545453,57.95217803030303,100.0,32.1875,20.454545454545453,63.16051136363636
Global Integrity,gi,100.0,75.0,45.06172839506173,80.01543209876543,100.0,75.0,45.06172839506173,80.01543209876543
Global Network of People Living with HIV (GNP+),gnpplus,95.33333333333333,55.76923076923077,23.333333333333332,67.4423076923077,100.0,55.76923076923077,23.333333333333332,69.77564102564102
Global Network of Sex Work Projects (NSWP),nswp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Partnership for Education,gpe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Rights Compliance Foundation,grc2018,100.0,46.774193548387096,28.721624850657108,68.87395459976105,100.0,46.774193548387096,28.721624850657108,68.87395459976105
Global Shea Alliance,globalshea,100.0,75.0,22.22222222222222,74.30555555555556,100.0,75.0,22.22222222222222,74.30555555555556
Global Water Partnership,gwp,100.0,50.0,11.111111111111109,65.27777777777777,100.0,50.0,11.111111111111109,65.27777777777777
Global Witness,globalwitness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GlobalGiving.org,globalgiving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOAL,goal,96.66666666666666,54.166666666666664,40.74074074074073,72.06018518518518,100.0,54.166666666666664,40.74074074074073,73.72685185185185
GOGLA - Global Off-Grid Lighting Association,gogla,95.0,50.0,16.666666666666668,64.16666666666667,100.0,50.0,16.666666666666668,66.66666666666667
GoodWeave International,goodweave_intl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goree Institute,gorin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gorongosa Restoration Project,grp,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
GPPAC Foundation,gppac,90.0,50.0,11.11111111111111,60.27777777777778,100.0,50.0,11.11111111111111,65.27777777777777
Grand Bargain Test,wrgb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grand Challenges Canada,hgc,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
Greater Virunga Transboundary Collaboration,gvtc,100.0,50.0,77.77777777777777,81.94444444444444,100.0,50.0,77.77777777777777,81.94444444444444
Greece - Ministry of Foreign Affairs,greece_mfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gridworks Development Partners,gridworkspartners,100.0,25.0,11.11111111111111,59.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Ground Truth Solutions,ground-truth-solutions,100.0,75.0,11.11111111111111,71.52777777777777,100.0,75.0,11.11111111111111,71.52777777777777
Groupe Pivot Santé Population,gpsp-org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grow Asia,growasia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grow Movement,growmovement_admin,85.0,37.5,27.77777777777778,58.81944444444444,100.0,37.5,33.333333333333336,67.70833333333333
GSMA Foundation,gsma_foundation,100.0,25.0,22.22222222222222,61.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Gulu University,guluuni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guttmacher Institute,guttmacher,100.0,50.0,44.44444444444444,73.61111111111111,100.0,50.0,44.44444444444444,73.61111111111111
Hagar International UK,hagar_uk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
